Volatility 3 Framework 2.11.0

Offset	Name
0xe60ddd9f4640	\Windows\System32\HostNetSvc.dll
0xe60ddd9f47d0	\CMNotify
0xe60ddd9f5450	\Windows\System32\npmproxy.dll
0xe60ddd9f55e0	\Windows\System32\PortableDeviceClassExtension.dll
0xe60ddd9f5770	\Windows\System32\computenetwork.dll
0xe60ddd9f5900	\Windows\System32\rastapi.dll
0xe60ddd9f5c20	\Windows\System32\stdole2.tlb
0xe60ddd9f60d0	\Windows\System32\NetMgmtIF.dll
0xe60ddd9f6580	\Windows\System32\es.dll
0xe60ddd9f6ee0	\Windows\System32\AudioSrvPolicyManager.dll
0xe60ddd9f7390	\Windows\System32\DeviceMetadataRetrievalClient.dll
0xe60ddd9f7840	\Windows\System32\lmhsvc.dll
0xe60ddd9f79d0	\Windows\System32\devrtl.dll
0xe60ddd9f7cf0	\Windows\System32\audiosrv.dll
0xe60ddd9f7e80	\Windows\System32\rasadhlp.dll
0xe60ddd9f8650	\Windows\System32\drivers\etc\hosts
0xe60ddd9f87e0	\Windows\System32\DeviceSoftwareInstallationClient.dll
0xe60ddd9f8970	\Windows\System32\DeviceDriverRetrievalClient.dll
0xe60ddd9f8b00	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\f6b4529b65cadef57c3fd95220f010e2\svchost.exe.mui
0xe60ddda13100	\Windows\System32\VBoxDispD3D.dll
0xe60ddda13290	\CMNotify
0xe60ddda13420	\CMNotify
0xe60ddda135b0	\Windows\System32\d3d10warp.dll
0xe60ddda13740	\Windows\System32\profsvcext.dll
0xe60ddda138d0	\Windows\System32\wmiclnt.dll
0xe60ddda13a60	\Windows\System32\nsisvc.dll
0xe60ddda13bf0	\CMNotify
0xe60ddda13d80	\CMNotify
0xe60ddda140a0	\Windows\System32\httpprxc.dll
0xe60ddda14230	\Endpoint
0xe60ddda143c0	\CMNotify
0xe60ddda14550	\CMNotify
0xe60ddda14870	\CMNotify
0xe60ddda14a00	\Windows\apppatch\DirectXApps.sdb
0xe60ddda14d20	\Windows\System32\svchost.exe
0xe60ddda151d0	\Windows\System32\profsvc.dll
0xe60ddda15360	\Windows\System32\bi.dll
0xe60ddda15680	\Windows\System32\TimeBrokerClient.dll
0xe60ddda15810	\CMNotify
0xe60ddda159a0	\CMNotify
0xe60ddda15e50	\Windows\System32\dwmghost.dll
0xe60ddda16170	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\f6b4529b65cadef57c3fd95220f010e2\svchost.exe.mui
0xe60ddda16300	\CMNotify
0xe60ddda16490	\CMNotify
0xe60ddda16620	\Windows\System32\avrt.dll
0xe60ddda16940	\CMNotify
0xe60ddda16ad0	\Windows\System32\tzres.dll
0xe60ddda16df0	\CMNotify
0xe60ddda17110	\Windows\System32\WPTaskScheduler.dll
0xe60ddda17430	\Windows\System32\en-GB\tzres.dll.mui
0xe60ddda175c0	\CMNotify
0xe60ddda17750	\CMNotify
0xe60ddda178e0	\CMNotify
0xe60ddda17a70	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\f6b4529b65cadef57c3fd95220f010e2\svchost.exe.mui
0xe60ddda17c00	\Windows\System32\UIAnimation.dll
0xe60ddda17d90	\Windows\System32
0xe60ddda180b0	\CMNotify
0xe60ddda18240	\CMNotify
0xe60ddda183d0	\Windows\System32\usermgr.dll
0xe60ddda18560	\Windows\System32\ISM.dll
0xe60ddda18880	\Windows\System32\svchost.exe
0xe60ddda18ec0	\$Directory
0xe60ddda191e0	\CMNotify
0xe60ddda19500	\Windows\System32\DispBroker.Desktop.dll
0xe60ddda19820	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\e10743d83c2ea856392c997de53e67ee\crypt32.dll.mui
0xe60ddda19cd0	\Windows\System32\GameInput.dll
0xe60ddda19e60	\Windows\System32\taskhostw.exe
0xe60ddda1a180	\Windows\System32\usodocked.dll
0xe60ddda1a310	\Windows\System32\es.dll
0xe60ddda1a4a0	\Windows\System32\wevtsvc.dll
0xe60ddda1a950	\Winsock2\CatalogChangeListener-484-0
0xe60ddda1ae00	\Windows\System32\wcmapi.dll
0xe60ddda1b2b0	\Windows\System32\CoreUIComponents.dll
0xe60ddda1b5d0	\Endpoint
0xe60ddda1b760	\Windows\System32\ci.dll
0xe60ddda1ba80	\Windows\System32\fveui.dll
0xe60ddda1bc10	\Windows\System32\WindowManagementAPI.dll
0xe60ddda1c0c0	\$Directory
0xe60ddda1c250	\$Directory
0xe60ddda1c3e0	\Windows\System32\en-US\dnsapi.dll.mui
0xe60ddda1c570	\Windows\System32\ngcrecovery.dll
0xe60ddda1c700	\$Directory
0xe60ddda1c890	\Windows\System32\Sens.dll
0xe60ddda1ca20	\Windows\System32\netjoin.dll
0xe60ddda1cd40	\$Directory
0xe60ddda1ced0	\Windows\System32\WUDFHost.exe
0xe60ddda1d1f0	\Windows\System32\themeservice.dll
0xe60ddda1d380	\Windows\System32\OneCoreUAPCommonProxyStub.dll
0xe60ddda1d510	\Windows\System32\twinapi.appcore.dll
0xe60ddda1d830	\CMNotify
0xe60ddda1d9c0	\CMNotify
0xe60ddda1dce0	\eventlog
0xe60ddda1e320	\Windows\System32\Windows.Gaming.Input.dll
0xe60ddda1e640	\eventlog
0xe60ddda1e7d0	\Windows\System32\Windows.Media.Devices.dll
0xe60ddda1e960	\eventlog
0xe60ddda1eaf0	\CMApi
0xe60ddda1ec80	\Windows\System32\wlanapi.dll
0xe60ddda1ee10	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\a35253ff9cdf2d0b7243fb94a7a35c76\wuapi.dll.mui
0xe60ddda1f450	\Windows\System32\winevt\Logs\Visual Studio.evtx
0xe60ddda1f5e0	\Winsock2\CatalogChangeListener-52c-0
0xe60ddda1fa90	\$Directory
0xe60ddda1fc20	\eheadphonetopo
0xe60ddda1fdb0	\Windows\System32\pcasvc.dll
0xe60ddda200d0	\Windows\System32\DispBroker.dll
0xe60ddda20260	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4Operational.evtx
0xe60ddda203f0	\Windows\System32\en-US\MMDevAPI.dll.mui
0xe60ddda20580	\$Directory
0xe60ddda20710	\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MpEvMsg.dll
0xe60ddda20a30	\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx
0xe60ddda20d50	\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcp-Client%4Admin.evtx
0xe60ddda20ee0	\SwDevice
0xe60ddda21200	\Windows\System32\winevt\Logs\Windows PowerShell.evtx
0xe60ddda21390	\Endpoint
0xe60ddda21520	\Endpoint
0xe60ddda216b0	\Windows\System32\AudioEndpointBuilder.dll
0xe60ddda21b60	\Windows\System32\winevt\Logs\Microsoft-Windows-WinINet-Config%4ProxyConfigChanged.evtx
0xe60ddda21cf0	\Windows\Fonts
0xe60ddda21e80	\Windows\System32\MMDevAPI.dll
0xe60ddda221a0	\Windows\System32\winevt\Logs\Microsoft-Windows-Wcmsvc%4Operational.evtx
0xe60ddda22330	\Windows\System32\winevt\Logs\Microsoft-Windows-HotspotAuth%4Operational.evtx
0xe60ddda224c0	\CMNotify
0xe60ddda22650	\Windows\System32\winevt\Logs\Microsoft-Windows-NCSI%4Operational.evtx
0xe60ddda227e0	\Windows\System32\wlansvc.dll
0xe60ddda22970	\Windows\System32\winevt\Logs\Microsoft-Windows-Program-Compatibility-Assistant%4CompatAfterUpgrade.evtx
0xe60ddda22b00	\Windows\System32\drivers\UMDF\WpdFs.dll
0xe60ddda22c90	\WudfElevation-012d8129-7372-11ef-ac14-080027aff28e
0xe60dddd029d0	\Windows\System32\drivers\vmswitch.sys
0xe60dddd036c0	\Windows\System32\drivers\lltdio.sys
0xe60dddd03b10	\Windows\System32\drivers\rspndr.sys
0xe60dddd04dc0	\Windows\System32\drivers\mslldp.sys
0xe60dddd057d0	\Windows\System32\drivers\nwifi.sys
0xe60dddd06070	\Windows\System32\drivers\wanarp.sys
0xe60dddd07770	\Windows\System32\CatRoot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Client-Desktop-Required-Package05113~31bf3856ad364e35~amd64~~10.0.22621.4169.cat
0xe60dddd09150	\Windows\System32\drivers\mmcss.sys
0xe60dddd09710	\SystemRoot\System32\Config\TxR\{a2332ecf-cdbf-11ec-8680-002248483d79}.TxR
0xe60dddd099f0	\Windows\System32\drivers\ndisuio.sys
0xe60dddd0a290	\Windows\System32\config\TxR\{a2332ecf-cdbf-11ec-8680-002248483d79}.TxR.blf
0xe60dddd0b0f0	\Windows\System32\config\TxR\{a2332ecf-cdbf-11ec-8680-002248483d79}.TxR.2.regtrans-ms
0xe60dddd0bc70	\Windows\System32\drivers\msquic.sys
0xe60dddd0cad0	\Windows\System32\config\TxR\{a2332ecf-cdbf-11ec-8680-002248483d79}.TxR.5.regtrans-ms
0xe60dddd0cdb0	\Windows\System32\config\TxR\{a2332ecf-cdbf-11ec-8680-002248483d79}.TxR.0.regtrans-ms
0xe60dddd0d200	\Windows\System32\config\TxR\{a2332ecf-cdbf-11ec-8680-002248483d79}.TxR.3.regtrans-ms
0xe60dddd0d370	\Windows\System32\config\TxR\{a2332ecf-cdbf-11ec-8680-002248483d79}.TxR.4.regtrans-ms
0xe60dddd0d7c0	\Windows\System32\config\TxR\{a2332ecf-cdbf-11ec-8680-002248483d79}.TxR.1.regtrans-ms
0xe60dddd0daa0	\Windows\System32\config\TxR\{a2332ecf-cdbf-11ec-8680-002248483d79}.TxR.7.regtrans-ms
0xe60dddd0e4b0	\Windows\System32\config\TxR\{a2332ecf-cdbf-11ec-8680-002248483d79}.TxR.6.regtrans-ms
0xe60dddd0fe90	\Windows\System32\drivers\http.sys
0xe60dddd10cf0	\Windows\System32\drivers\mrxsmb.sys
0xe60dddd112b0	\Windows\System32\drivers\mrxsmb20.sys
0xe60dddd12b20	\Windows\System32\drivers\mpsdrv.sys
0xe60dddd130e0	\Windows\System32\drivers\bowser.sys
0xe60dddd16eb0	\Windows\System32\drivers\Ndu.sys
0xe60dddd18a00	\Windows\System32\drivers\srvnet.sys
0xe60dddd1a100	\Windows\System32\drivers\tcpipreg.sys
0xe60dddd1b240	\Windows\System32\drivers\srv2.sys
0xe60dddd1b3b0	\Windows\System32\drivers\PEAuth.sys
0xe60dddd1bae0	\$PrepareToShrinkFileSize
0xe60dddd1f8b0	\Windows\System32\drivers\acpi.sys
0xe60dddd37100	\Windows\System32\ctfmon.exe
0xe60dddd37290	\ProgramData\Microsoft\Windows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x0000000000000003.db
0xe60dddd37420	\Windows\System32\Windows.StateRepositoryCore.dll
0xe60dddd375b0	\CMApi
0xe60dddd37740	\Windows\System32\TabSvc.dll
0xe60dddd378d0	\CMNotify
0xe60dddd37a60	\$Directory
0xe60dddd37bf0	\Windows\System32\en-GB\propsys.dll.mui
0xe60dddd37d80	\ProgramData\Microsoft\Windows\Caches\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000003.db
0xe60dddd380a0	\espeakertopo
0xe60dddd38230	\CMNotify
0xe60dddd383c0	\Windows\System32\Windows.Devices.Radios.dll
0xe60dddd386e0	\SwDevice
0xe60dddd38870	\eheadphonetopo
0xe60dddd38a00	\CMNotify
0xe60dddd38b90	\CMNotify
0xe60dddd38d20	\$Directory
0xe60dddd391d0	\Windows\System32\winevt\Logs\Microsoft-Windows-AppModel-Runtime%4Admin.evtx
0xe60dddd39360	\Windows\System32\avifil32.dll
0xe60dddd394f0	\Windows\System32\Windows.StateRepositoryClient.dll
0xe60dddd39b30	\ProgramData\Microsoft\Windows\Caches\cversions.2.db
0xe60dddd39cc0	\Program Files\Notepad++\notepad++.exe
0xe60dddd39e50	\$Directory
0xe60dddd3a170	\Windows\System32\Windows.System.Launcher.dll
0xe60dddd3a300	\Windows\System32\winevt\Logs\Microsoft-Windows-Winlogon%4Operational.evtx
0xe60dddd3a490	\Windows\System32\svchost.exe
0xe60dddd3a620	\emicinwave
0xe60dddd3aad0	\Windows\System32\en-US\taskhostw.exe.mui
0xe60dddd3ac60	\Windows\System32\StateRepository.Core.dll
0xe60dddd3adf0	\Windows\System32\BluetoothApis.dll
0xe60dddd3b110	\Windows\System32\BthRadioMedia.dll
0xe60dddd3b2a0	\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\Notifications\WPNPRMRY.tmp
0xe60dddd3b430	\Windows\System32
0xe60dddd3b5c0	\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx
0xe60dddd3ba70	\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx
0xe60dddd3bd90	\emicintopo
0xe60dddd3c240	\Windows\System32\ncobjapi.dll
0xe60dddd3c3d0	\CMNotify
0xe60dddd3c560	\Windows\SysWOW64\ntmarta.dll
0xe60dddd3c880	\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx
0xe60dddd3ca10	\CMNotify
0xe60dddd3cec0	\espeakerwave
0xe60dddd3d370	\CMNotify
0xe60dddd3d690	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\f6b4529b65cadef57c3fd95220f010e2\svchost.exe.mui
0xe60dddd3d820	\$Directory
0xe60dddd3d9b0	\$Directory
0xe60dddd3db40	\Windows\System32\svchost.exe
0xe60dddd3dcd0	\CMNotify
0xe60dddd3de60	\Windows\System32
0xe60dddd3e180	\Windows\System32\AudioSes.dll
0xe60dddd3e310	\$Directory
0xe60dddd3e4a0	\Windows\System32\CompPkgSup.dll
0xe60dddd3e630	\Windows\System32\HrtfApo.dll
0xe60dddd3e950	\Windows\System32
0xe60dddd3ec70	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\f6b4529b65cadef57c3fd95220f010e2\svchost.exe.mui
0xe60dddd3ee00	\Windows\System32\MsCtfMonitor.dll
0xe60dddd3f120	\Windows\System32\svchost.exe
0xe60dddd3f2b0	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd
0xe60dddd3f440	\Windows\System32\InputService.dll
0xe60dddd3f5d0	\Windows\System32\dusmsvc.dll
0xe60dddd3f8f0	\Windows\System32\msutb.dll
0xe60dddd3fc10	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\704c4acc74738cfd953177d1d893f450\ctfmon.exe.mui
0xe60dddd400c0	\Windows\System32\en-US\AudioSrv.dll.mui
0xe60dddd403e0	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\cdca11cccbcac05b516fc26a73d33e93\gpsvc.dll.mui
0xe60dddd40570	\CMNotify
0xe60dddd40a20	\$Directory
0xe60dddd411f0	\Windows\System32\InputHost.dll
0xe60dddd41380	\Windows\System32\TextInputMethodFormatter.dll
0xe60dddd419c0	\Windows\System32\sppcext.dll
0xe60dddd41ce0	\Windows\System32\winevt\Logs\Microsoft-Windows-Host-Network-Service-Admin.evtx
0xe60dddd41e70	\TaskIndex
0xe60dddd42190	\Windows\System32\imageres.dll
0xe60dddd424b0	\Windows\System32\HrtfDspCpu.dll
0xe60dddd42640	\Windows\SystemResources\imageres.dll.mun
0xe60dddd42960	\Windows\System32\audiodg.exe
0xe60dddd432c0	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd
0xe60dddd43450	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Default\Site Characteristics Database\000010.ldb
0xe60dddd435e0	\Windows\System32\coreaudiopolicymanagerext.dll
0xe60dddd43770	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd-shm
0xe60dddd43900	\Windows\System32\en-US\KernelBase.dll.mui
0xe60dddd44710	\Windows\System32
0xe60dddd45520	\Windows\System32\MTFServer.dll
0xe60dddd45840	\$Directory
0xe60dddd45e80	\CMApi
0xe60dddd461a0	\Windows\System32\TextInputFramework.dll
0xe60ddde7e290	\Windows\System32\InputLocaleManager.dll
0xe60ddde7e420	\Windows\System32\cmintegrator.dll
0xe60ddde7e5b0	\CMNotify
0xe60ddde7e740	\Windows\System32\wbem\Repository\MAPPING2.MAP
0xe60ddde7e8d0	\Windows\System32\lsmproxy.dll
0xe60ddde7ea60	\Windows\System32\Windows.Perception.Stub.dll
0xe60ddde7ebf0	\Windows\System32\svchost.exe
0xe60ddde7ed80	\Windows\System32\AudioEng.dll
0xe60ddde7f0a0	\Windows\SysWOW64\winmm.dll
0xe60ddde7f3c0	\$Directory
0xe60ddde7f6e0	\$Directory
0xe60ddde7f870	\$Directory
0xe60ddde801d0	\Windows\System32\en-US\audiodg.exe.mui
0xe60ddde804f0	\Windows\System32\wcmcsp.dll
0xe60ddde80520	ո�￿ո�￿
0xe60ddde80b30	\Windows\System32\mfsvr.dll
0xe60ddde80cc0	\Endpoint
0xe60ddde81170	\Windows\System32\WMALFXGFXDSP.dll
0xe60ddde81490	\Windows\System32\C_1257.NLS
0xe60ddde81620	\Windows\System32\urlmon.dll
0xe60ddde817b0	\Windows\System32\C_1256.NLS
0xe60ddde81940	\Windows\System32\C_949.NLS
0xe60ddde81ad0	\Windows\System32\C_950.NLS
0xe60ddde81c60	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\f6b4529b65cadef57c3fd95220f010e2\svchost.exe.mui
0xe60ddde82110	\Windows\System32\C_1254.NLS
0xe60ddde822a0	\Windows\System32\C_1253.NLS
0xe60ddde82430	\Windows\System32\wbem\Repository\MAPPING3.MAP
0xe60ddde825c0	\Windows\System32\C_932.NLS
0xe60ddde82750	\Windows\System32\wbem\WmiPrvSD.dll
0xe60ddde828e0	\Windows\System32
0xe60ddde82a70	\Windows\System32\C_1251.NLS
0xe60ddde82c00	\Windows\System32\C_1250.NLS
0xe60ddde82d90	\Windows\System32\C_1255.NLS
0xe60ddde830b0	\Windows\System32\AUDIOKSE.dll
0xe60ddde83240	\Windows\System32\C_874.NLS
0xe60ddde833d0	\Windows\System32\C_936.NLS
0xe60ddde83560	\Windows\System32\BCP47Langs.dll
0xe60ddde836f0	\Windows\System32\onex.dll
0xe60ddde83880	\Windows\System32\shsvcs.dll
0xe60ddde83a10	\Windows\System32\wlanmsm.dll
0xe60ddde83ba0	\Windows\System32\slui.exe
0xe60ddde83ec0	\Windows\System32\C_1258.NLS
0xe60ddde841e0	\Windows\System32\schedcli.dll
0xe60ddde84500	\CMNotify
0xe60ddde84690	\Windows\System32\wmi.dll
0xe60ddde84820	\CMApi
0xe60ddde849b0	\Windows\System32\winevt\Logs\Microsoft-Windows-Hyper-V-VmSwitch-Operational.evtx
0xe60ddde84b40	\Windows\System32\winevt\Logs\Microsoft-Windows-Containers-BindFlt%4Operational.evtx
0xe60ddde84cd0	\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcpv6-Client%4Admin.evtx
0xe60ddde85310	\Windows\System32\wlansvcpal.dll
0xe60ddde85630	\Windows\System32\Windows.UI.dll
0xe60ddde85950	\Windows\System32\wlansec.dll
0xe60ddde85c70	\Windows\Prefetch\WMIPRVSE.EXE-E8B8DD29.pf
0xe60ddde85e00	\Windows\System32\spfileq.dll
0xe60ddde86120	\Windows\System32\winevt\Logs\Microsoft-Windows-DeviceSetupManager%4Operational.evtx
0xe60ddde862b0	\Windows\System32\winevt\Logs\Microsoft-Windows-Host-Network-Service-Operational.evtx
0xe60ddde86440	\Windows\System32\winevt\Logs\Microsoft-Windows-DeviceSetupManager%4Admin.evtx
0xe60ddde865d0	\Windows\System32\ThreatIntelligence.dll
0xe60ddde86760	\Users\Nis. E. Juul\AppData\Local\Microsoft\Windows\UsrClass.dat{c17f8070-730a-11ef-ac0a-080027aff28e}.TM.blf
0xe60ddde86a80	\Windows\System32\eappprxy.dll
0xe60ddde86c10	\Windows\System32\msxml6.dll
0xe60ddde86da0	\Windows\System32\spoolsv.exe
0xe60ddde870c0	\CMNotify
0xe60ddde87250	\Windows\System32
0xe60ddde87570	\Windows\System32\fveapi.dll
0xe60ddde87890	\Endpoint
0xe60ddde87a20	\Windows\System32
0xe60ddde87bb0	\CMNotify
0xe60ddde87d40	\Windows\System32\en-US\ntdll.dll.mui
0xe60ddde88510	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\f6b4529b65cadef57c3fd95220f010e2\svchost.exe.mui
0xe60ddde88e70	\Windows\System32\svchost.exe
0xe60ddde89190	\Windows\System32\HostNetSvc.dll
0xe60ddde894b0	\Endpoint
0xe60ddde897d0	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm
0xe60ddde89960	\Endpoint
0xe60ddde89af0	\Endpoint
0xe60ddde89c80	\Endpoint
0xe60ddde89e10	\Windows\System32\RTWorkQ.dll
0xe60ddde8a130	\Windows\System32\en-US\KernelBase.dll.mui
0xe60ddde8a2c0	\Windows\System32\msxml6r.dll
0xe60ddde8a900	\CMNotify
0xe60ddde8aa90	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\f6b4529b65cadef57c3fd95220f010e2\svchost.exe.mui
0xe60ddde8b0d0	\Windows\System32
0xe60ddde8b260	\Windows\System32
0xe60ddde8b580	\Winsock2\CatalogChangeListener-a8c-0
0xe60ddde8b710	\Windows\System32\svchost.exe
0xe60ddde8b8a0	\Endpoint
0xe60ddde8c390	\Windows\System32\WppRecorderUM.dll
0xe60ddde8c520	\Windows\System32\en-US\bfe.dll.mui
0xe60ddde8c6b0	\Endpoint
0xe60ddde8ce80	\Windows\System32\BFE.DLL
0xe60ddde8d1a0	\Endpoint
0xe60ddde8d330	\Windows\System32\ucrtbase.dll
0xe60ddde8d4c0	\Dev\Query
0xe60ddde8d650	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.22621.4111_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat
0xe60ddde8db00	\CMNotify
0xe60ddde8dc90	\Windows\Fonts\arial.ttf
0xe60ddde8de20	\Windows\rescache\_merged\1510405274\3444609600.pri
0xe60dde0022e0	\Dev\Query
0xe60dde002470	\Dev\Query
0xe60dde002600	\Dev\Query
0xe60dde002920	\Dev\Query
0xe60dde002ab0	\Dev\Query
0xe60dde002dd0	\Dev\Query
0xe60dde0030f0	\Windows\System32\ProximityCommonPal.dll
0xe60dde003280	\Dev\Query
0xe60dde003410	\Dev\Query
0xe60dde0035a0	\Windows\System32\TetheringIeProvider.dll
0xe60dde003730	\CMNotify
0xe60dde0038c0	\Dev\Query
0xe60dde003a50	\Dev\Query
0xe60dde003be0	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\f6b4529b65cadef57c3fd95220f010e2\svchost.exe.mui
0xe60dde003d70	\Windows\System32\wlgpclnt.dll
0xe60dde004090	\Windows\System32\ProximityService.dll
0xe60dde004220	\Dev\Query
0xe60dde004540	\Windows\System32\ProximityCommon.dll
0xe60dde0046d0	\Windows\System32\ProximityServicePal.dll
0xe60dde004860	\Dev\Query
0xe60dde0049f0	\Windows\System32\RMapi.dll
0xe60dde004b80	\Dev\Query
0xe60dde0051c0	\Windows\System32\WiFiDisplay.dll
0xe60dde005350	\Windows\System32\NvAgent.dll
0xe60dde005800	\Windows\System32\WlanRadioManager.dll
0xe60dde005990	\Windows\System32\wlanhlp.dll
0xe60dde005b20	\Windows\System32\SystemEventsBrokerClient.dll
0xe60dde005e40	\WiFiNetworkManagerTask
0xe60dde0062f0	\Windows\System32\vmsif.dll
0xe60dde006480	\CMNotify
0xe60dde006610	\Windows\System32\vmsifproxystub.dll
0xe60dde006930	\wkssvc
0xe60dde006de0	\Endpoint
0xe60dde007100	\Windows\System32\wkssvc.dll
0xe60dde0075b0	\Windows\System32\wwapi.dll
0xe60dde007740	\Windows\System32\iertutil.dll
0xe60dde0078d0	\Windows\System32\ncryptsslp.dll
0xe60dde007a60	\Windows\UUS\Packages\Preview
0xe60dde007bf0	\lsass
0xe60dde007d80	\CMNotify
0xe60dde0080a0	\Windows\System32\NetSetupApi.dll
0xe60dde0083c0	\CMApi
0xe60dde008a00	\Windows\System32\ipnathlp.dll
0xe60dde008b90	\Program Files (x86)\Common Files\Foxit\Foxit PDF Editor\FoxitPDFEditorUpdateService.exe
0xe60dde0094f0	\Windows\System32\srvcli.dll
0xe60dde009b30	\Windows\System32\sppsvc.exe
0xe60dde009cc0	\Windows\System32\rtutils.dll
0xe60dde009e50	\$Directory
0xe60dde00a170	\CMApi
0xe60dde00aad0	\Windows\System32\MPSSVC.dll
0xe60dde00adf0	\Windows\System32\kernel32.dll
0xe60dde00b110	\Windows\System32\KernelBase.dll
0xe60dde00b430	\Windows\System32\WinSCard.dll
0xe60dde00b8e0	\Dev\Query
0xe60dde00ba70	\Windows\System32\ncryptprov.dll
0xe60dde00bc00	\$Directory
0xe60dde00c0b0	\Windows\WinSxS\Manifests\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.22621.1_en-gb_b714c75be0ef661e.manifest
0xe60dde00c240	\Dev\Query
0xe60dde00c3d0	\Windows\System32\FirewallAPI.dll
0xe60dde00c880	\Program Files (x86)\Google\GoogleUpdater\130.0.6679.0\updater.exe
0xe60dde00cba0	\$Directory
0xe60dde00cd30	\CMApi
0xe60dde00d1e0	\Windows\System32\keyiso.dll
0xe60dde00d500	\Windows\System32\mfreadwrite.dll
0xe60dde00d690	\Windows\System32\advapi32.dll
0xe60dde00d820	\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MpDefenderCoreService.exe
0xe60dde00d9b0	\Windows\System32\msvcrt.dll
0xe60dde00dcd0	\Dev\Query
0xe60dde00e180	\Windows\System32\mpr.dll
0xe60dde00e310	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\f3d0c707023281677e369f666220d9f2\FirewallAPI.dll.mui
0xe60dde00e4a0	\Windows\System32\BthAvctpSvc.dll
0xe60dde00e630	\Windows\WinSxS\Manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.22621.3672_none_6ec0f0a887fe525b.manifest
0xe60dde00e7c0	\Windows\System32\dps.dll
0xe60dde00e950	\Windows\WinSxS\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.22621.3810_none_9fa60f19e296017f
0xe60dde00eae0	\Windows\SysWOW64\msimg32.dll
0xe60dde00ec70	\Windows\System32\cryptxml.dll
0xe60dde00ee00	\Windows\System32\wininet.dll
0xe60dde00f120	\Windows\System32\tdh.dll
0xe60dde00f440	\Windows\System32\usbmon.dll
0xe60dde00f5d0	\Windows\SysWOW64\userenv.dll
