Volatility 3 Framework 2.11.0

PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	Audit	Cmd	Path
*** 5372	396	WidgetService.	0xe60ddd725080	7	-	1	False	2024-09-15 14:51:51.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.5.0.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe	"C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.5.0.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe" -RegisterProcessAsComServer -Embedding	C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.5.0.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe
** 1036	808	svchost.exe	0xe60ddd76a0c0	8	-	0	False	2024-09-15 14:51:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k RPCSS -p	C:\Windows\system32\svchost.exe
** 1164	808	svchost.exe	0xe60ddd832080	8	-	0	False	2024-09-15 14:51:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k NetworkService -p	C:\Windows\system32\svchost.exe
** 2700	808	spoolsv.exe	0xe60dddf4c0c0	7	-	0	False	2024-09-15 14:51:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\spoolsv.exe	C:\Windows\System32\spoolsv.exe	C:\Windows\System32\spoolsv.exe
** 3092	808	svchost.exe	0xe60dde6a4080	9	-	0	False	2024-09-15 14:51:49.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k WebThreatDefense -p	C:\Windows\system32\svchost.exe
** 3476	808	svchost.exe	0xe60ddd728080	4	-	1	False	2024-09-15 14:51:49.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p	C:\Windows\system32\svchost.exe
** 3996	808	svchost.exe	0xe60dde47e080	4	-	0	False	2024-09-15 14:51:47.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k wsappx -p	C:\Windows\System32\svchost.exe
** 6304	808	NisSrv.exe	0xe60ddecf0080	3	-	0	False	2024-09-15 14:51:56.000000 UTC	N/A	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\NisSrv.exe	"C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\NisSrv.exe"	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\NisSrv.exe
** 1316	808	svchost.exe	0xe60ddd87f080	33	-	0	False	2024-09-15 14:51:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p	C:\Windows\System32\svchost.exe
*** 5468	1316	ctfmon.exe	0xe60ddeaa4080	13	-	1	False	2024-09-15 14:51:52.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\ctfmon.exe	"ctfmon.exe"	C:\Windows\system32\ctfmon.exe
** 6692	808	SecurityHealth	0xe60ddf8c5080	11	-	0	False	2024-09-15 14:51:57.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SecurityHealthService.exe	C:\Windows\system32\SecurityHealthService.exe	C:\Windows\system32\SecurityHealthService.exe
** 1576	808	svchost.exe	0xe60ddda69080	13	-	0	False	2024-09-15 14:51:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k netprofm -p	C:\Windows\System32\svchost.exe
** 1324	808	svchost.exe	0xe60ddd86f080	13	-	0	False	2024-09-15 14:51:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\Windows\system32\svchost.exe
** 2988	808	FoxitPDFEditor	0xe60dde084080	2	-	0	True	2024-09-15 14:51:46.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Common Files\Foxit\Foxit PDF Editor\FoxitPDFEditorUpdateService.exe	"C:\Program Files (x86)\Common Files\Foxit\Foxit PDF Editor\FoxitPDFEditorUpdateService.exe"	C:\Program Files (x86)\Common Files\Foxit\Foxit PDF Editor\FoxitPDFEditorUpdateService.exe
** 4268	808	svchost.exe	0xe60ddd71f080	8	-	0	False	2024-09-15 14:51:49.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted	C:\Windows\System32\svchost.exe
** 1332	808	svchost.exe	0xe60ddd87d080	9	-	0	False	2024-09-15 14:51:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\Windows\system32\svchost.exe
** 2740	808	svchost.exe	0xe60dddfab080	15	-	0	False	2024-09-15 14:51:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k NetSvcs	C:\Windows\system32\svchost.exe
** 2360	808	svchost.exe	0xe60dd81ac080	2	-	0	False	2024-09-15 14:51:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\Windows\System32\svchost.exe
** 1856	808	WUDFHost.exe	0xe60ddd9850c0	6	-	0	False	2024-09-15 14:51:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\WUDFHost.exe	"C:\Windows\System32\WUDFHost.exe" -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-46723e63-4473-46f6-8c2f-22b7eb0e5f0d -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-d7a86b73-6b07-4dd2-b1af-d94bc59c7908 -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-8840322c-b2ff-4928-82f6-3c63045757b6 -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-00c8d621-00f7-40d2-bf9d-fbb8d763b148 -LifetimeId:96e03f51-45ef-4378-a360-68598caf5f47 -DeviceGroupId:WpdFsGroup -HostArg:0	C:\Windows\System32\WUDFHost.exe
** 2368	808	svchost.exe	0xe60ddd625080	4	-	0	False	2024-09-15 14:51:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\Windows\system32\svchost.exe
** 1728	808	MsMpEng.exe	0xe60dde123080	29	-	0	False	2024-09-15 14:51:46.000000 UTC	N/A	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MsMpEng.exe	"C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MsMpEng.exe"	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MsMpEng.exe
** 1476	808	svchost.exe	0xe60ddda2b080	15	-	0	False	2024-09-15 14:51:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork -p	C:\Windows\system32\svchost.exe
** 4804	808	svchost.exe	0xe60ddd726080	3	-	0	False	2024-09-15 14:51:50.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k osprivacy -p	C:\Windows\system32\svchost.exe
** 2632	808	svchost.exe	0xe60dddc6b080	8	-	0	False	2024-09-15 14:51:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p	C:\Windows\system32\svchost.exe
** 2760	808	svchost.exe	0xe60dddf5c080	14	-	0	False	2024-09-15 14:51:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p	C:\Windows\system32\svchost.exe
** 4812	808	svchost.exe	0xe60ddd71a0c0	7	-	1	False	2024-09-15 14:51:50.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p	C:\Windows\system32\svchost.exe
** 2000	808	svchost.exe	0xe60ddd9c0080	10	-	0	False	2024-09-15 14:51:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k NetworkService -p	C:\Windows\system32\svchost.exe
** 9172	808	svchost.exe	0xe60ddffdb0c0	5	-	0	False	2024-09-15 14:53:05.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p	C:\Windows\system32\svchost.exe
** 856	808	svchost.exe	0xe60dd8166080	10	-	0	False	2024-09-15 14:51:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\Windows\System32\svchost.exe
*** 2480	856	audiodg.exe	0xe60dddd75080	2	-	0	False	2024-09-15 14:51:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\audiodg.exe	C:\Windows\system32\AUDIODG.EXE 0x000000000000044C	C:\Windows\system32\AUDIODG.EXE
** 3032	808	MpDefenderCore	0xe60dde0d2080	7	-	0	False	2024-09-15 14:51:46.000000 UTC	N/A	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MpDefenderCoreService.exe	"C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MpDefenderCoreService.exe"	C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MpDefenderCoreService.exe
** 2272	808	svchost.exe	0xe60dd80e5080	3	-	0	False	2024-09-15 14:51:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k appmodel -p	C:\Windows\system32\svchost.exe
** 3424	808	svchost.exe	0xe60ddd729080	12	-	1	False	2024-09-15 14:51:49.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k UnistackSvcGroup	C:\Windows\system32\svchost.exe
** 1508	808	svchost.exe	0xe60ddda350c0	4	-	0	False	2024-09-15 14:51:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k UserProfileService -p	C:\Windows\system32\svchost.exe
** 6372	808	SearchIndexer.	0xe60ddf4e80c0	10	-	0	False	2024-09-15 14:51:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SearchIndexer.exe	C:\Windows\system32\SearchIndexer.exe /Embedding	C:\Windows\system32\SearchIndexer.exe
** 2664	808	svchost.exe	0xe60dde11f0c0	4	-	0	False	2024-09-15 14:51:46.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k NetworkService	C:\Windows\System32\svchost.exe
** 2796	808	svchost.exe	0xe60dddfc1080	5	-	0	False	2024-09-15 14:51:45.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k NetworkService -p	C:\Windows\System32\svchost.exe
** 6388	808	svchost.exe	0xe60ddf4e6080	4	-	1	False	2024-09-15 14:51:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p	C:\Windows\system32\svchost.exe
* 528	740	fontdrvhost.ex	0xe60ddd6c6080	5	-	0	False	2024-09-15 14:51:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\fontdrvhost.exe	"fontdrvhost.exe"	C:\Windows\system32\fontdrvhost.exe
* 836	740	lsass.exe	0xe60ddd5c0080	10	-	0	False	2024-09-15 14:51:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\lsass.exe	C:\Windows\system32\lsass.exe	C:\Windows\system32\lsass.exe
760	732	csrss.exe	0xe60ddd492080	13	-	1	False	2024-09-15 14:51:43.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\csrss.exe	%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16	C:\Windows\system32\csrss.exe
908	732	winlogon.exe	0xe60ddd636080	3	-	1	False	2024-09-15 14:51:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\winlogon.exe	winlogon.exe	C:\Windows\system32\winlogon.exe
* 560	908	fontdrvhost.ex	0xe60ddd6c3080	5	-	1	False	2024-09-15 14:51:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\fontdrvhost.exe	"fontdrvhost.exe"	C:\Windows\system32\fontdrvhost.exe
* 4200	908	userinit.exe	0xe60ddd721080	0	-	1	False	2024-09-15 14:51:49.000000 UTC	2024-09-15 14:52:13.000000 UTC	\Device\HarddiskVolume3\Windows\System32\userinit.exe	-	-
** 4236	4200	explorer.exe	0xe60ddd720080	96	-	1	False	2024-09-15 14:51:49.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\explorer.exe	C:\Windows\Explorer.EXE	C:\Windows\Explorer.EXE
*** 6656	4236	SecurityHealth	0xe60ddf8c4080	3	-	1	False	2024-09-15 14:51:57.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SecurityHealthSystray.exe	"C:\Windows\System32\SecurityHealthSystray.exe" 	C:\Windows\System32\SecurityHealthSystray.exe
*** 7008	4236	OneDrive.exe	0xe60ddf8c7080	24	-	1	False	2024-09-15 14:51:59.000000 UTC	N/A	\Device\HarddiskVolume3\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\OneDrive.exe	"C:\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\OneDrive.exe" /background	C:\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\OneDrive.exe
*** 3360	4236	notepad++.exe	0xe60ddf15a140	2	-	1	False	2024-09-15 14:55:52.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\Notepad++\notepad++.exe	"C:\Program Files\Notepad++\notepad++.exe" 	C:\Program Files\Notepad++\notepad++.exe
*** 6756	4236	VBoxTray.exe	0xe60ddf948080	14	-	1	False	2024-09-15 14:51:58.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\VBoxTray.exe	"C:\Windows\System32\VBoxTray.exe" 	C:\Windows\System32\VBoxTray.exe
*** 3364	4236	FTK Imager.exe	0xe60ddff1a080	20	-	1	False	2024-09-15 14:57:39.000000 UTC	N/A	\Device\HarddiskVolume5\FTK Imager\FTK Imager.exe	"E:\FTK Imager\FTK Imager.exe" 	E:\FTK Imager\FTK Imager.exe
*** 8684	4236	WinRAR.exe	0xe60ddf9730c0	5	-	1	False	2024-09-15 14:54:17.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\WinRAR\WinRAR.exe	"C:\Program Files\WinRAR\WinRAR.exe" "C:\Users\Nis. E. Juul\Pictures\cctv.rar"	C:\Program Files\WinRAR\WinRAR.exe
*** 1232	4236	msedge.exe	0xe60dde2230c0	48	-	1	False	2024-09-15 14:52:03.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --no-startup-window --win-session-start	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 3592	1232	msedge.exe	0xe60ddf460080	17	-	1	False	2024-09-15 14:52:04.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --field-trial-handle=2264,i,10220553747513126899,10217133829925111477,262144 --variations-seed-version --mojo-platform-channel-handle=2604 /prefetch:11	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 5812	1232	msedge.exe	0xe60ddf45d080	11	-	1	False	2024-09-15 14:52:04.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=gpu-process --gpu-preferences=UAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --field-trial-handle=2380,i,10220553747513126899,10217133829925111477,262144 --variations-seed-version --mojo-platform-channel-handle=2372 /prefetch:2	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 5100	1232	msedge.exe	0xe60ddee430c0	7	-	1	False	2024-09-15 14:52:04.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=crashpad-handler "--user-data-dir=C:\Users\Nis. E. Juul\AppData\Local\Microsoft\Edge\User Data" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler "--database=C:\Users\Nis. E. Juul\AppData\Local\Microsoft\Edge\User Data\Crashpad" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=128.0.6613.138 "--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --annotation=plat=Win64 --annotation=prod=Edge --annotation=ver=128.0.2739.79 --initial-client-data=0x27c,0x280,0x284,0x278,0x28c,0x7ffb570c9fd8,0x7ffb570c9fe4,0x7ffb570c9ff0	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 3700	1232	msedge.exe	0xe60ddf266080	8	-	1	False	2024-09-15 14:52:04.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-GB --service-sandbox-type=service --field-trial-handle=2712,i,10220553747513126899,10217133829925111477,262144 --variations-seed-version --mojo-platform-channel-handle=2768 /prefetch:13	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
*** 6228	4236	regedit.exe	0xe60ddf3890c0	1	-	1	False	2024-09-15 14:55:02.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\regedit.exe	"C:\Windows\regedit.exe" 	C:\Windows\regedit.exe
* 1136	908	dwm.exe	0xe60ddd7de080	20	-	1	False	2024-09-15 14:51:44.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\dwm.exe	"dwm.exe"	C:\Windows\system32\dwm.exe
* 1144	908	LogonUI.exe	0xe60ddd8310c0	0	-	1	False	2024-09-15 14:51:44.000000 UTC	2024-09-15 14:53:20.000000 UTC	\Device\HarddiskVolume3\Windows\System32\LogonUI.exe	-	-
